URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
143,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,12,21,-0.272727264,0.05,12.69230769,0.878787879,5.428438228,12.69230769,972,660,972,0,5.886363636
144,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,1,5,-0.666666556,0.013824885,14.96551724,0.935483871,6.360400445,14.96551724,603,434,603,3,5.405529954
145,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,25,12,0.351351342,0.036238981,13.43421053,0.892262488,5.730589206,13.43421053,1520,1021,1520,5,5.761018609
146,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,13,17,-0.133333329,0.034285714,13.671875,0.939428571,5.844521429,13.671875,1365,875,1365,4,5.475428571
147,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,5,9,-0.285714265,0.03286385,13.3125,0.936619718,5.699647887,13.3125,722,426,722,4,5.255868545
148,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,13,26,-0.333333325,0.048267327,13.03225806,0.91460396,5.57874481,13.03225806,1220,808,1220,5,5.73019802
149,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,22,39,-0.27868852,0.054270463,17.5625,0.914590747,7.390836299,17.5625,1581,1124,1581,3,5.814946619
150,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,8,4,0.333333306,0.023346303,12.53658537,0.945525292,5.392844263,12.53658537,810,514,810,3,5.587548638
151,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,14,2,0.749999953,0.049535604,14.68181818,0.931888545,6.245482691,14.68181818,491,323,491,0,5.80495356
152,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,13,10,0.130434777,0.036163522,12.72,0.910377358,5.452150943,12.72,983,636,983,3,5.668238994
153,https://insights.blackcoffer.com/analytics-healthcare-industry/,15,13,0.071428569,0.056795132,14.93939394,0.918864097,6.343303215,14.93939394,718,493,718,1,6.048681542
154,https://insights.blackcoffer.com/business-analytics-textile-industry/,14,2,0.749999953,0.02962963,21.6,0.890740741,8.996296296,21.6,849,540,849,1,6.148148148
155,https://insights.blackcoffer.com/big-data-marketing-reality/,20,7,0.481481464,0.039073806,15.70454545,0.907380608,6.644770425,15.70454545,1021,691,1021,0,5.432706223
156,https://insights.blackcoffer.com/understanding-millennial-market/,7,5,0.166666653,0.030534351,18.71428571,0.951653944,7.866375863,18.71428571,606,393,606,2,5.717557252
157,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,10,3,0.538461497,0.026315789,14.11428571,0.921052632,6.014135338,14.11428571,734,494,734,1,5.811740891
158,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,23,5,0.64285712,0.069135802,18.40909091,0.903703704,7.725117845,18.40909091,600,405,600,0,6.185185185
159,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,8,7,0.066666662,0.031982942,16.17241379,0.897654584,6.828027351,16.17241379,760,469,760,0,5.923240938
160,https://insights.blackcoffer.com/digital-transformation-oil-gas/,7,15,-0.363636347,0.046610169,18.88,0.906779661,7.914711864,18.88,685,472,685,1,5.993644068
161,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,17,9,0.307692296,0.049429658,22.86956522,0.929657795,9.519689205,22.86956522,809,526,809,0,5.633079848
162,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,16,5,0.523809499,0.05109489,17.125,0.890510949,7.20620438,17.125,568,411,568,0,6.119221411
163,https://insights.blackcoffer.com/role-big-data-cyber-security/,11,27,-0.42105262,0.071563088,19.66666667,0.898305085,8.225988701,19.66666667,714,531,714,0,6.525423729
164,https://insights.blackcoffer.com/role-big-data-healthcare/,25,44,-0.275362315,0.085927771,16.06,0.916562889,6.790625156,16.06,1123,803,1123,0,6.105853051
165,https://insights.blackcoffer.com/data-driven-dashboards/,3,2,0.19999996,0.008880995,14.43589744,0.91651865,6.140966434,14.43589744,840,563,840,0,5.60035524
166,https://insights.blackcoffer.com/role-big-data-academia/,16,39,-0.418181811,0.050738007,15.26760563,0.914206642,6.47272491,15.26760563,1618,1084,1618,14,5.45202952
167,https://insights.blackcoffer.com/sales-forecasting-in-retail/,17,11,0.214285707,0.0511883,19.53571429,0.925045704,8.184303996,19.53571429,753,547,753,0,5.855575868
168,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,4,38,-0.80952379,0.055263158,14.33962264,0.926315789,6.106375372,14.33962264,1027,760,1027,6,5.731578947
169,https://insights.blackcoffer.com/data-exfiltration/,4,4,0,0.024096385,13.83333333,0.954819277,5.915261044,13.83333333,529,332,529,11,5.262048193
170,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4,5,-0.111111099,0.048387097,16.90909091,0.940860215,7.13998045,16.90909091,310,186,310,0,5.505376344
